,course_name,instructor,course description,reviews_avg,reviews_count,course_duration,lectures_count,level,price_after_discount,main_price,course_flag,students_count,len descreption,amount of discount
2690,Learn Computer Vision and Image Processing in LabVIEW,Augmented Startups,Learn Computer Vision and Image Processing From Scratch in LabVIEW and build 9 Vision-based Apps,4.2,356,4.0,32,All Levels,269.99,1299.99,Normal,4630.0,96,1030.0
2691,Unity 3rd Person Combat & Traversal,"GameDev.tv Team, Nathan Farrer (aka Dapper Dino)",Make a complete 3rd Person Combat System for an RPG in Unity!,4.7,356,10.0,65,Intermediate,229.99,1199.99,Normal,3659.0,61,970.0
2692,Learn DevOps with Jenkins All in One Guide,Eduonix Learning Solutions,Be a DevOps Guru and master CI and CD with Jenkins,3.9,355,4.5,33,Intermediate,229.99,479.99,Normal,19517.0,50,250.0
2693,Complete Guide to Velo by Wix: Go From Zero to Hero!,Will Fourie,"Learn how to build a fully functional website, step by step from scratch, using Velo Code and Wix!",4.0,355,14.0,45,Beginner,199.99,229.99,Normal,1493.0,98,30.0
2694,C++ Working with Files - fstream I/O library,Arkadiusz Włodarczyk,Learn how to easily use the fstream library with the help of expert. Handle file operations without any problems!,4.5,355,3.0,18,All Levels,269.99,729.99,Normal,35060.0,113,460.0
2695,C# and Windows Forms Exercises for Beginners (step by step),Pavol Almasi,Learn Visual C# .net with WinForms by doing programming projects for beginners,4.2,355,24.0,156,Beginner,199.99,229.99,Normal,8013.0,78,30.0
2696,Epic Construct 2 Course: Complete 60 Beginner Games!,"John Bura, Mammoth Interactive",Learn to build 60 games in Construct 2  without programming. Learn the secrets behind top selling mobile games.,4.8,354,36.5,435,All Levels,229.99,1199.99,Normal,3987.0,111,970.0
2697,React JS and Redux Bootcamp - Master React Web Development,David Joseph Katz,"Learn React.js and Redux the right way. Dive into the React engine, create 5 apps, and become a React web developer.",3.5,354,22.0,172,All Levels,229.99,1199.99,Normal,2096.0,116,970.0
2698,"OK, Umbraco",Anthony Shorrock,Create a full website using Umbraco CMS - the journey from paper to published,4.5,354,16.0,109,Intermediate,229.99,349.99,Bestseller,1285.0,77,120.0
2699,The Ultimate PHP with MySQL Developer Course,"Skillbox, LLC",Learn the fundamentals of PHP & MySQL with this course. It's fast and efficient.,3.7,354,3.0,35,All Levels,269.99,1299.99,Normal,8437.0,80,1030.0
2700,Advanced Data Analytics using Python [2022],Data Is Good Academy,Master Advanced Data Analytics by solving Real-Life Analytics Problems using Python. Learn by doing!,4.3,354,18.0,299,Expert,199.99,229.99,Normal,28215.0,100,30.0
2701,Become an iOS/Android Game Developer with Unity 2017,"Dragan Neskovic, Jasmin Skamo",Re-create the most popular apps and publish them to the App Store / Play Store.,3.3,354,5.0,49,Beginner,229.99,1199.99,Normal,28529.0,79,970.0
2702,Getting Started with PHP 7,Packt Publishing,Increase your productivity by learning the new features of PHP 7,4.4,354,4.0,48,Expert,229.99,779.99,Normal,1507.0,64,550.0
2703,#2 Scrum Product Owner -A Practical Guide For Product Owners,"Malay Biswal PMP, SAFe PO/PM, Math and Telecom Enthusiast","Product Owner Masterclass : Essential Skills for Product Owner, Scrum FW from Product Owner Viewpoint + Short PO Quiz",4.4,353,2.5,37,All Levels,229.99,719.99,Normal,2049.0,117,490.0
2704,Statistics with R - Intermediate Level,Bogdan Anastasiei,Statistical analyses using the R program,4.4,353,2.5,33,Intermediate,269.99,479.99,Normal,31491.0,40,210.0
2705,Flutter & Dart for Beginners: Complete Course [2022 Latest],Aditya Thakur,Learn cross-platform mobile development to build a career as a Flutter Developer in 2022,3.9,353,1.5,19,Beginner,199.99,229.99,Normal,10146.0,88,30.0
2706,"Learn Javascript Unit Testing With Mocha, Chai and Sinon",Tyler Pedley,Learn to write unit tests with Mocha Chai and Sinon as well as learning how to TDD the right way,4.0,352,0.6666666666666666,14,All Levels,199.99,229.99,Normal,1273.0,96,30.0
2707,What is Data Science?,Sai Acuity Institute of Learning Pvt Ltd Enabling Learning Through Insight!,Build your mathematics and statistics foundations strongly and ensure your Data science fundamentals are in place!,3.6,352,4.5,8,All Levels,199.99,229.99,Normal,36318.0,114,30.0
2708,The Complete Android Oreo and Nougat App Tutorials,Smartherd Developers,This course is designed for Android enthusiast’s to earn valuable skills of its usage and application from scratch.,4.4,352,17.5,155,All Levels,229.99,1199.99,Normal,20369.0,115,970.0
2709,Professional Certificate in Java Programming,Academy of Computing & Artificial Intelligence,Learn the Java [ From ZERO to HERO] - Comprehensive step by step guidance - Masterclass,4.3,352,6.0,78,All Levels,229.99,719.99,Normal,34261.0,87,490.0
2710,Golang: Intro to REST API JWT auth with Go programming lang,"Mike M, Neb H.",Golang: Intro to JWT Auth with Golang (Go programming language),4.8,352,2.5,26,All Levels,199.99,229.99,Normal,2424.0,63,30.0
2711,Fundamentals of Electrical Instrumentation,The Wiring Wizard,Master the fundamentals of instrumentation: Learn to wire digital & analog circuits and understand how they work!,4.6,351,2.0,38,All Levels,199.99,229.99,Bestseller,1372.0,113,30.0
2712,Learn Machine Learning & Data Mining with Python,Data Science Guide,"Learn Building Machine Learning & Deep Learning Models in Python, and use the Results in Data Mining Analyses",4.4,351,8.5,135,All Levels,199.99,229.99,Normal,1103.0,109,30.0
2713,Create a MEAN App by Example - Full Stack Course,Gary Simon,Go from Design to Code and Build a Beautiful Web App,4.4,351,3.5,33,Intermediate,199.99,229.99,Normal,1976.0,52,30.0
2714,Intro to C# Programming and Scripting for Games in Unity,3dmotive LLC,Learn the principle fundamentals of scripting and coding with the C# language for games inside of Unity!,3.7,351,4.0,61,Intermediate,199.99,229.99,Normal,4817.0,104,30.0
2715,Python Programming Machine Learning Python Beginner- Advance,Homework Helper Proz,Learn Complete Python programming Data Science Data Analysis Deep Learning Machine learning Python & python django core,3.5,350,20.0,60,All Levels,199.99,229.99,Normal,40757.0,119,30.0
2716,Data Science:Data Mining & Natural Language Processing in R,Minerva Singh,"Harness the Power of Machine Learning in R for Data/Text Mining, & Natural Language Processing with Practical Examples",4.8,350,13.5,112,All Levels,269.99,1399.99,Normal,3782.0,118,1130.0
2717,"DevOps: CICD with Git GitLab Jenkins, Docker and Django",Dare Soremi,Learn how to set up a fully functional CICD Pipeline for any Python or Django Application,4.5,350,5.5,87,All Levels,269.99,599.99,Normal,2897.0,89,330.0
2718,Forecast Anything with Excel,Mauricio Maroto,"Learn to create your own FORECASTS with just Microsoft Excel: trends, seasonalities, forecast intervals and more!",3.6,350,4.0,32,Beginner,269.99,679.99,Normal,1909.0,113,410.0
2719,Create a web application with python + Django + PostgreSQL,Bluelime Learning Solutions,Build a web application that interacts with a database.,4.1,349,4.5,48,Beginner,269.99,549.99,Normal,4106.0,55,280.0
2720,The Complete iOS11 Swift4 Development Course - Build 28 Apps,Dee Aliyu Odumosu,Use Xcode 9 & Swift 4 to make great apps. Learn CoreML (Machine Learning) & ARKit (Artificial Reality) for iOS 11,4.1,349,43.0,512,Beginner,269.99,1299.99,Normal,7888.0,113,1030.0
2721,Complete Guide to Creating COCO Datasets,Adam Kelly Immersive Limit,Build your own image datasets automatically with Python,4.7,349,4.0,53,Intermediate,419.99,419.99,Normal,878.0,55,0.0
2722,QR Code Generator Using JavaScript,Narendra Dwivedi,Learn How To Generate QR Code Using JavaScript & How To Create QR Code Generator Website,4.1,349,2.5,13,All Levels,229.99,319.99,Normal,32117.0,88,90.0
2723,"Microsoft SQL for beginners : ( MS-SQL Server,T-SQL, SSMS )",Bluelime Learning Solutions,Practical Hands-on Data Query and Manipulation with SQL,4.5,348,5.0,54,Beginner,269.99,529.99,Normal,21146.0,55,260.0
2724,Learn By Example: C++ Programming - 75 Solved Problems,Loony Corn,"C++ will never seem intimidating again, once you're done with these examples.",4.1,348,16.0,87,All Levels,269.99,719.99,Normal,5072.0,77,450.0
2725,Robot Framework Test Automation - Saucelabs Integration,Bryan Lamb,"Run Robot Framework tests in the cloud on different OS, browser, or mobile device combinations!",4.6,348,2.5,21,Beginner,269.99,629.99,Normal,3090.0,95,360.0
2726,Vim for Ruby Developers,Jordan Hudgens,Learn how to automate your coding workflow and use a text editor like a professional Ruby developer.,4.6,348,3.5,49,Intermediate,269.99,479.99,Normal,2222.0,100,210.0
2727,C# Anti-Patterns: A List Of Programming Practices To Avoid,Mark Farragher,"This course will teach you many bad programming practices that every professional developer must know, but never use",3.8,348,3.0,23,All Levels,269.99,649.99,Normal,2849.0,116,380.0
2728,Create E-shop with .Net Core MVC (step by step project),Pavol Almasi,Creating ASP .Net Core 3.0 Database Driven Web E-commerce shop using Entity Framework Core,4.0,348,5.5,75,Beginner,199.99,229.99,Normal,1535.0,90,30.0
2729,Azure Data Factory Training--Continuous Integration/Delivery,Step2C Education,DP-203|DP-200|DP-201Exam Courses: Learn Azure Data Factory from scratch with hands-on exercises &become a data engineer,4.3,347,16.0,169,Beginner,269.99,449.99,Bestseller,3214.0,119,180.0
2730,Beginner's Guide to PostgreSQL,Miguel Alho,PostgreSQL Tutorial: What you need to know to get started with relational databases in PostgreSQL,4.6,347,6.0,70,All Levels,269.99,479.99,Normal,1930.0,97,210.0
2731,Ansible Essentials with Hands-on Labs,Ugur Oktay,Learn Ansible for DevOps & Automation. Start from the basics and go all the way to creating your own playbooks & roles!,4.4,347,6.5,58,All Levels,269.99,719.99,Normal,3418.0,119,450.0
2732,Shopify Theme Development: Online Store 2.0 + TailwindCSS,Bernard Polidario,"Learn how to create Shopify themes for Online Store 2.0 (JSON Templates) using Shopify CLI, Liquid, & TailwindCSS",4.5,347,16.0,90,All Levels,719.99,719.99,Normal,2499.0,113,0.0
2733,Intro to Unity 3D Physics: Helicopters,Indie - Pixel,Learn how to create Helicopter physics for Games with Unity 3D and C#!,4.6,347,17.5,131,Beginner,269.99,719.99,Normal,2521.0,70,450.0
2734,Learn Basics of Data Structures & Algorithms in C++,Mehak Mahajan,Covers Types & Search Algorithms with implementation in C++ & Analysis of Complexity with Interview Based Questions,3.8,347,4.0,21,Beginner,229.99,319.99,Normal,17924.0,115,90.0
2735,Learn C++ Programming  for beginners from basics to advanced,DoEdu IT Educations,Learn  C++ programming from scratch with best examples,3.6,347,8.5,107,Beginner,269.99,749.99,Normal,14323.0,54,480.0
2736,Build 10 Python Beginner Projects from scratch,Bluelime Learning Solutions,Create 10 Python Projects step by step,3.7,347,6.5,74,Beginner,269.99,349.99,Normal,34835.0,38,80.0
2737,Generate and visualize data in Python and MATLAB,Mike X Cohen,"Learn how to simulate and visualize data for data science, statistics, and machine learning in MATLAB and Python",4.4,345,6.5,46,All Levels,199.99,229.99,Normal,19935.0,112,30.0
2738,"Metaverse Fundamentals: Blockchain, Cryptocurrency and NFTs","George Levy, Joan Amengual | AWS Certified & Senior Blockchain Professional","Learn Key Elements of the Metaverse, Virtual and Augmented Reality, and Even Create Your Own Avatar in the Metaverse",4.7,345,2.5,34,All Levels,229.99,849.99,Normal,1681.0,116,620.0
2739,Practical Software Testing 2022-Manual+JIRA+API+DB+Selenium,"Testing World Infotech, Testing Solution, Testing World",Practical Manual Testing | Bug Reporting and Task Management with JIRA | Database Testing | Selenium with Python,4.5,345,97.5,365,Intermediate,269.99,579.99,Bestseller,3483.0,112,310.0
2740,Build Real World App In Xamarin Forms,Asfend Yar Hamid,Learn How to build real world app with xamarin forms,3.4,345,1.5,20,All Levels,269.99,619.99,Normal,1706.0,52,350.0
2741,"MERN Stack React, Socket io, Next.js Express,MongoDb, Nodejs",Inder Singh,"Build a socialMedia with MERN- React, Nextjs, socket io for realTime chat & Notifications, Infinite Scroll & much more..",4.3,344,13.0,102,All Levels,269.99,1299.99,Normal,2656.0,120,1030.0
2742,ReactJS and Flux: Learn By Building 10 Projects,"Eduonix Learning Solutions, Eduonix-Tech .",Get the real world experience by building professional projects in React and Flux,3.4,344,11.0,61,All Levels,229.99,529.99,Normal,2135.0,81,300.0
2743,"Angular - Concepts, Code and Collective Wisdom",Mark Rajcok,"Learn the core concepts, play with the code, become a competent Angular developer",4.5,344,5.5,80,Intermediate,229.99,719.99,Normal,1551.0,81,490.0
2744,SQL for Developers and Analysts with MS SQL Server,Biz Nigatu,Guide for beginners to intermediate using real life examples,4.3,344,3.5,72,Beginner,269.99,269.99,Normal,9241.0,60,0.0
2745,Python Regular Expressions Complete Masterclass,"Mihai Catalin Teodosiu, EpicPython Academy","Regular expressions are not as hard to master as they seem at first, so buckle up for a 100% hands-on learning journey!",4.8,343,6.0,133,All Levels,199.99,229.99,Normal,2881.0,119,30.0
2746,Reinforcement Learning beginner to master - AI in Python,Escape Velocity Labs,"Build Artificial Intelligence (AI) agents using Deep Reinforcement Learning and PyTorch: A2C, REINFORCE, DQN, etc.",4.3,343,11.0,131,All Levels,269.99,1299.99,Normal,2690.0,114,1030.0
2747,Webservices API Testing with Postman - Complete Guide,"Tigran Ter-Karapetyants, Andrii Piatakha, Learn IT University",Learn API testing with Postman from scratch,4.6,343,4.5,35,All Levels,269.99,419.99,Normal,58430.0,43,150.0
2748,Python Masterclass 2022: Python 3 Programming for Beginners,Data Is Good Academy,"Learn Python Programming from Scratch Examples, Quizzes, Exercises and more. Perfect for Beginners",4.6,343,9.5,142,Beginner,199.99,229.99,Normal,33345.0,98,30.0
2749,Learn Spring & Spring Boot – 10x Productive Java Development,Niyazi Erdogan,Spring Boot is highly in-demand and ultimate way to develop Java applications. Start developing your apps right now!,4.1,343,9.5,74,All Levels,269.99,519.99,Normal,1687.0,116,250.0
2750,Step By Step Java Programming Complete Course,AKINCI Training,"Have a strong background in Java programming language,learn solutions of the most common problems,be experienced in Java",4.5,343,12.5,212,All Levels,229.99,1199.99,Normal,2597.0,120,970.0
2751,Web Authentication With Golang - Google's Go Language,"Todd McLeod, Daniel Hoffmann","Learn Golang Web Authentication, Encryption, JWT, HMAC, & OAuth with the Go Language",4.5,343,14.5,84,Intermediate,269.99,649.99,Normal,5880.0,84,380.0
2752,The Complete ASP.Net Core Web APIs Course With JWT Security,Manzoor Ahmed,"Latest approach of creating, hosting, consuming web apis and implementing Cookies and JWT based security",4.5,342,6.0,36,Intermediate,199.99,229.99,Normal,2913.0,104,30.0
2753,The Swift Arcade Professional iOS Development Course - UIKit,Jonathan Rasmusson,Everything you need to transition from hobbyist to professional iOS developer,4.7,342,17.0,238,Intermediate,229.99,1199.99,Normal,1917.0,77,970.0
2754,Learn to Setup Websites from Scratch,"Eduonix Learning Solutions, Eduonix-Tech .",A DIY Guide to Help you Build and Launch your Website,4.2,342,3.5,25,Beginner,199.99,229.99,Normal,28862.0,53,30.0
2755,Master Automation with Ansible and Puppet: 4-in-1,Packt Publishing,"Discover orchestration, DevOps and automation using Ansible and Puppet",4.5,342,22.5,109,Expert,269.99,1299.99,Bestseller,3346.0,70,1030.0
2756,Python for New learners: Introduction to python programming,Adeel Ahmad,Learn basics of Python 3 programming. Start coding in Python 3. Be a Python Enthusiast. love Python !!,4.5,341,2.5,17,Beginner,229.99,649.99,Normal,3098.0,102,420.0
2757,Ruby and Ruby on Rails Starter,Mashrur Hossain,Learn Ruby and Ruby on Rails 5 - the perfect starter course,4.7,341,8.0,68,Beginner,229.99,719.99,Normal,4043.0,59,490.0
2758,Causal Data Science with Directed Acyclic Graphs,Paul Hünermund,"Get to know the modern tools for causal inference from machine learning and AI, with many practical examples in R",4.6,341,5.0,27,All Levels,199.99,229.99,Normal,1939.0,113,30.0
2759,Certification Course For Web Design,Istiak Ahamed Sishir,Learn the fundamentals of web development in this course.,4.2,341,0.5333333333333333,6,Beginner,269.99,319.99,Normal,13354.0,57,50.0
2760,HTML CSS Bootstrap jQuery Website from Scratch to Production,Ryan Dhungel,Quickly Learn to code Responsive Websites using HTML CSS BOOTSTRAP JQUERY from SCRATCH. It's easier than you think!,4.4,341,5.0,61,Beginner,199.99,229.99,Normal,10828.0,115,30.0
2761,Complete PHP & MySql Bootcamp 2021,"Usman Raoof, Fahad Chaudhry","Complete PHP and MySQL Bootcamp, Beginner to Advanced in 7 Hours! Let's get Started.",4.4,341,6.5,91,All Levels,269.99,1299.99,Normal,7117.0,84,1030.0
2762,Complete Guide to Unit Testing in .NET Core (NUnit & XUnit),Bhrugen Patel,"Master unit testing with NUnit, XUnit and MOQ with a real world N-Tier web application (.NET Core 6 and EF Core)",4.7,341,5.0,87,Beginner,319.99,729.99,Normal,2499.0,112,410.0
2763,Ionic 4 Crash Course with Heartstone API & Angular,Filip Jerga,"Create hybrid app for Android, iOS and Browser with Ionic 4 & Angular 6. Use Ionic & Cordova to build native apps.",4.8,340,8.0,64,All Levels,229.99,1199.99,Normal,1954.0,114,970.0
2764,Build Real World App with Xamarin Forms,Asfend Yar Hamid,Learn Xamarin Forms Real World Application From Beginning to End,3.9,340,3.0,44,All Levels,229.99,1199.99,Normal,1492.0,64,970.0
2765,Java for Beginners in 2 hours: Build a Banking Application,Abhay Redkar,Learn Java core concepts and build an application all in just 2 hours.,4.4,340,2.0,37,Beginner,199.99,229.99,Normal,11007.0,70,30.0
2766,Real World BizTalk 2020 For Developers,Neal Walters,Introduction to Microsoft BizTalk Server and Development,4.3,340,21.0,103,Beginner,269.99,1399.99,Bestseller,1669.0,56,1130.0
2767,Mobile Automation with Appium 2.0 and WebdriverIO - 2022,Dilpreet Johal,The only course you need to learn Mobile Automation with JavaScript using WebdriverIO & Appium,4.6,340,8.0,99,All Levels,229.99,749.99,Normal,2122.0,94,520.0
2768,"Scala Advanced, Part 1 - The Scala Type System",Dick Wall,"Mutable State, Scala Type System In-Depth, Implicits",4.6,340,5.5,134,Expert,199.99,229.99,Normal,2887.0,52,30.0
2769,Bootstrap 3 Beginners: Create a Professional Landing Page,Andy Clarke,"Learn how to create a clean, modern & professional responsive landing page for your app, portfolio, business or blog!",4.7,339,2.5,55,Beginner,199.99,229.99,Normal,3483.0,117,30.0
2770,Learn Responsive Web Design with 4 Live Projects (2022),Fatah Gabrial,Build Responsive Web Design with Advanced HTML5 CSS3 & Bootstrap 5. Build 4 Live Projects with Step by Step Instructions,4.4,338,22.5,339,All Levels,229.99,1199.99,Normal,35862.0,120,970.0
2771,Customizing AppGini web applications,Ahmed Genedy,Extend what your AppGini web applications can do. Learn the fine details of tailoring the generated code efficiently.,4.5,338,4.5,33,Intermediate,479.99,479.99,Normal,1092.0,117,0.0
2772,Complete Course on XML Publisher Reports in Oracle Apps R12,Ravinder Reddy Guduru,"XMLreports,Bursting,RTF,Datatemplatemethod,PLSQL method,Dynamiclogo,OA_MEDIA,Barcodes in Oracle Apps Technical R12",4.4,338,18.0,38,All Levels,229.99,1199.99,Normal,1974.0,114,970.0
2773,Machine Learning for Data Science using MATLAB,Nouman Azam,"Learn to implement classification and clustering algorithms using MATLAB with practical examples, projects and datasets",4.4,337,16.0,104,Beginner,269.99,1299.99,Normal,1732.0,119,1030.0
2774,WPF & XAML: Build 10 WPF applications (C#) in 2020,Luke's Programming School,Learn XAML and WPF development on 10 projects. WPF/C# programming even for beginners,4.4,337,6.0,49,Beginner,269.99,719.99,Normal,6034.0,84,450.0
2775,Android Studio Course. Build Apps. Android 6.0 Marshmallow,Antonio Pachón,Android tutorial for all level students. Learn creating different Apps from scratch. Build Apps. With captions,4.0,337,9.5,89,All Levels,229.99,479.99,Normal,8896.0,110,250.0
2776,Data Science & Machine Learning(Theory+Projects)A-Z 90 HOURS,"AI Sciences, AI Sciences Team","Data Science Python-Learn Statistics for Data Science, Machine Learning for Data Science, Deep Learning for Data Science",4.3,337,94.0,734,All Levels,319.99,1399.99,Normal,3366.0,120,1080.0
2777,"HTML5, CSS3 & JavaScript Workshop: Build 7 Creative Projects",Filip Kordanovski,Learn real world web development & design skills to build up a website from scratch with 7 incredibly creative projects!,4.6,337,6.0,48,All Levels,229.99,799.99,Normal,2542.0,120,570.0
2778,Learn Multithreading with Modern C++,James Raynard,Learn how to write portable threaded C++ code which unleashes the power of modern multi-processor hardware!,4.6,337,7.0,52,Intermediate,269.99,349.99,Normal,11233.0,107,80.0
2779,"Unity 3D Course: No Coding, Build & Market Video Games Fast","Sergey Kasimov, Yohann Taieb",No programing required how to build and market your game from scratch complete guide,4.5,337,5.5,70,All Levels,229.99,1199.99,Normal,56743.0,84,970.0
2780,Perforce (Helix Core): A Full Step By Step Guide - Hands On!,Jared Gaul,The ultimate Perforce guide! We'll quickly & thoroughly cover everything you need to know with hands on demonstrations!,4.0,337,2.5,31,All Levels,229.99,849.99,Normal,1540.0,119,620.0
2781,The Complete HTML5 & CSS3 Course Build Professional Websites,"Joe Parys, Shahzaib Kamal, Joe Parys Support",In This Complete Course Students Will Learn How to Use HTML5 & CSS3 to Build their own Beautiful Professional Websites,3.4,337,4.5,57,All Levels,269.99,1299.99,Normal,26451.0,118,1030.0
2782,The Complete Course: 2020 JavaScript Essentials From Scratch,"Kalob Taulien, Kalob.io — Learn web development from scratch","Novice to Ninja: Learn to Master JavaScript in this full course. Includes JavaScript projects, live code, an exam & ES6",4.4,336,7.5,53,All Levels,269.99,1299.99,Normal,1887.0,119,1030.0
2783,Applied Text Mining and Sentiment Analysis with Python,Benjamin Termonia,"Perform Sentiment Analysis on Twitter data by combining Text Mining and NLP techniques, NLTK and Scikit-Learn",4.5,336,2.5,45,All Levels,229.99,269.99,Bestseller,4312.0,109,40.0
2784,TensorFlow 2.0 Practical Advanced,"Dr. Ryan Ahmed, Ph.D., MBA, Ligency I Team, Mitchell Bouchard, Ligency Team","Master Tensorflow 2.0, Google’s most powerful Machine Learning Library, with 5 advanced practical projects",3.7,336,12.5,82,All Levels,229.99,1199.99,Normal,5220.0,106,970.0
2785,The Art of Doing:  Create 10 Python GUIs with Tkinter Today!,Michael Eramo,Learn the fundamentals of the Tkinter library and starting making your own Python GUI apps today!,4.5,336,14.0,63,Beginner,319.99,1399.99,Normal,30628.0,97,1080.0
2786,Linear Regression and Logistic Regression in Python,Start-Tech Academy,Build predictive ML models with no coding or maths background. Linear Regression and Logistic Regression for beginners,4.6,335,7.5,65,Beginner,199.99,229.99,Normal,56190.0,118,30.0
2787,The Ultimate Guide to Unity Designpatterns,Andreas Metz,Improve your Coding Skills in the Unity3D Engine beyond beginner Level with Designpatterns for Unity.,4.4,335,4.5,43,Intermediate,229.99,629.99,Normal,6943.0,101,400.0
2788,Wordpress Rest API and Ionic 4 (Angular) App With Auth,Baljeet Singh,Create an application with Wordpress and Ionic 4 with Authentication,4.6,335,2.0,25,All Levels,269.99,479.99,Normal,10406.0,68,210.0
2789,Web Development Masterclass - 6 Courses in 1 & CMS Project,Tanzeel Ur Rehman,"Become a Web developer | Master HTML5, CSS3, JavaScript, jQuery, Bootstrap4, PHP & MySQL!",4.4,335,42.5,233,All Levels,269.99,1299.99,Normal,8036.0,89,1030.0
2790,Intro To TKinter for Python GUI Apps,John Elder,Build Graphical User Interface Apps with Python and TKinter The Fast and Easy Way!,4.7,334,4.5,51,Beginner,229.99,1199.99,Normal,18819.0,82,970.0
2791,Machine Learning using Python Programming,Sujithkumar MA,Learn the core concepts of Machine Learning and its algorithms and how to implement them in Python 3,4.4,334,7.5,64,All Levels,269.99,319.99,Normal,34667.0,100,50.0
2792,Python Developer: Python/Django/Flask/PostgreSQL/MySQL/API,Bluelime Learning Solutions,Develop Applications with Python step by step,4.1,334,19.0,194,Beginner,229.99,579.99,Normal,29246.0,45,350.0
2793,FullStack JavaScript React Node MERN eLearning Marketplace,Ryan Dhungel,Learn to Build Real World LMS eLearning Marketplace using NextJs React Node MongoDB Stripe AWS and Secure Authentication,4.2,334,24.0,153,All Levels,319.99,1599.99,Normal,3045.0,120,1280.0
2794,Create a 3D RPG Game With THREE.js,Nicholas Lever,"Use THREE.js to create a stunning WebGL 3D game that will run in all modern browsers, including mobile devices.",2.6,334,2.5,30,Intermediate,269.99,349.99,Normal,2239.0,111,80.0
2795,Build Web Apps Using EmberJS: The Complete Course,"Eduonix Learning Solutions, Eduonix-Tech .",Learn to develop web apps using Ember JS,3.5,334,4.5,32,All Levels,269.99,419.99,Normal,1566.0,40,150.0
2796,Make 20 Advanced Level Applications in Python,Python School,Learn to make real time Applications in Python using Machine Learning Models and Advance Level concepts.,4.6,334,24.0,152,Intermediate,269.99,749.99,Normal,2295.0,104,480.0
2797,"Next.js Projects - 4 NextJS projects (Instagram, Google,...)",Dr. Sahand Ghavidel,"Next.js (react js framework) Projects. 4 NextJS hands on projects. IMDB, Instagram, Twitter & Google clone using Next js",4.5,333,31.5,82,All Levels,229.99,719.99,Normal,85946.0,120,490.0
2798,C Language + Algorithms + Data Structures = Power,Nidhal Abidi,Up and running with c Programming language and algorithms and data structures,3.5,333,17.0,94,All Levels,269.99,999.99,Normal,1780.0,77,730.0
2799,The Art of Doing: Video Game Creation With Python and Pygame,Michael Eramo,"From simple games using single images to complex games using classes and 100 sprites, this course will cover it all!",4.8,333,17.5,93,Beginner,269.99,1299.99,Normal,12846.0,116,1030.0
2800,"Node JS Cluster with PM2, RabbitMQ, Redis and Nginx",Pravinkumar Dabade,"Learn how to create Node JS cluster, use PM2, RabbitMQ, Redis Cache and Nginx as a Reverse proxy and load balancer",4.3,333,2.5,24,Intermediate,229.99,729.99,Normal,2456.0,114,500.0
2801,Complete Robot Framework Guide - Beginner to Expert,Bharat Malik,"Best course in Selenium, Desktop, WebServices, Database Automation with Robot Framework! Plus Devops ( Jenkins, GitHub )",4.4,332,16.5,153,All Levels,229.99,1199.99,Normal,4069.0,120,970.0
2802,To-Do App with Jetpack Compose MVVM - Android Development,Stefan Jovanovic,Build a To-Do App using Modern Declarative UI Toolkit called Jetpack Compose to Accelerate your UI and App development.,4.5,332,9.5,62,Beginner,319.99,1599.99,Normal,1524.0,119,1280.0
2803,Galera Cluster and MariaDB MySQL Replication,Hadi Alnabriss,MySQL and MariaDB Replication and High Availability,4.1,331,2.0,28,All Levels,199.99,229.99,Normal,1385.0,51,30.0
2804,Laravel 9: E-Commerce Shop Website with PayPal System,Roman Granskyy,E-commerce web-application Upgraded to Latest Version,2.1,331,13.5,135,Intermediate,229.99,1199.99,Normal,1459.0,53,970.0
2805,Python for Everybody: Five Domain Specialization,Sachin Kafle,"Game Development, Data Visualization, Web Scraping, Security and Cryptography, and Hacking--all at one course!",4.3,331,41.5,144,All Levels,229.99,1199.99,Normal,30356.0,110,970.0
2806,Salesforce Flows - Learn Salesforce Lightning Flows Fast,David Massey - Lead Solution Engineer at Salesforce UK&I,Ready to learn the power of Salesforce Flows? To be more confident in building Salesforce Flows? Updated June 2022,4.7,331,3.5,44,Beginner,229.99,719.99,Normal,2172.0,114,490.0
2807,React for Absolute Beginners,"Eduonix Learning Solutions, Eduonix-Tech ., Samy Eduonix",The complete guide to professional app development in React.,4.2,330,5.0,36,Beginner,269.99,719.99,Normal,15279.0,60,450.0
2808,DevOps using Kubernetes and Docker  (Hands-on),Ganesh Velrajan,"Learn DevOps using Docker and Kubernetes.  This course is for beginners, devops engineers, managers from any background",4.2,329,2.5,33,All Levels,199.99,229.99,Normal,3568.0,119,30.0
2809,The Total Kotlin Course : Learn Kotlin Today,"Concept Courses ⁯⁯⁯⁯⁯, Ted Horyczun","Develop Real World Applications with Kotlin, the Number One Programming Language for Modern Multi-platform Applications",3.8,329,3.5,44,Beginner,229.99,719.99,Normal,20120.0,119,490.0
2810,Python in Containers,Kris Celmer,"All about Containers, Docker and Kubernetes for Python Engineers",4.7,329,24.0,115,Beginner,269.99,719.99,Bestseller,2726.0,64,450.0
2811,Cucumber Framework with Selenium Webdriver and Java,Rahul Singh Rathore,Learn Behavior-driven development with Java and Webdriver from scratch,4.5,329,18.0,198,All Levels,269.99,479.99,Normal,3062.0,70,210.0
2812,Build a Crypto Currency News Site With Python and Django,John Elder,Pull Crypto News From An API and Build A Website With Django and Python!,4.5,329,2.0,28,Beginner,269.99,1299.99,Normal,3508.0,72,1030.0
