,course_name,instructor,course description,reviews_avg,reviews_count,course_duration,lectures_count,level,price_after_discount,main_price,course_flag,students_count,len descreption,amount of discount
0,2022 Complete Python Bootcamp From Zero to Hero in Python,Jose Portilla,Learn Python like a Professional  Start from the basics and go all the way to creating your own applications and games,4.6,440383,22.0,155,All Levels,319.99,1399.99,Normal,1629692.0,118,1080.0
1,The Web Developer Bootcamp 2022,Colt Steele,"COMPLETELY REDONE - The only course you need to learn web development - HTML, CSS, JS, Node, and More!",4.7,248508,64.0,615,All Levels,269.99,1399.99,Normal,830559.0,102,1130.0
2,The Complete 2022 Web Development Bootcamp,Dr. Angela Yu,"Become a Full-Stack Web Developer with just ONE course. HTML, CSS, Javascript, Node, React, MongoDB, Web3 and DApps",4.7,234837,65.5,490,All Levels,349.99,1699.99,Bestseller,794897.0,115,1350.0
3,Angular - The Complete Guide (2023 Edition),Maximilian Schwarzmüller,"Master Angular 14 (formerly ""Angular 2"") and build awesome, reactive web apps with the successor of Angular.js",4.6,174576,34.5,472,All Levels,319.99,1599.99,Bestseller,634196.0,110,1280.0
4,Java Programming Masterclass covering Java 11 & Java 17,"Tim Buchalka, Tim Buchalka's Learn Programming Academy",Learn Java In This Course And Become a Computer Programmer. Obtain valuable Core Java Skills And Java Certification,4.5,171838,80.5,401,All Levels,349.99,849.99,Bestseller,727934.0,115,500.0
5,"React - The Complete Guide (incl Hooks, React Router, Redux)","Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller","Dive in and learn React.js from scratch! Learn Reactjs, Hooks, Redux, React Routing, Animations, Next.js and way more!",4.6,166128,49.5,495,All Levels,319.99,1599.99,Bestseller,649985.0,118,1280.0
6,Machine Learning A-Z™: Hands-On Python & R In Data Science,"Kirill Eremenko, Hadelin de Ponteves, Ligency I Team, Ligency Team",Learn to create Machine Learning Algorithms in Python and R from two Data Science experts. Code templates included.,4.5,163104,42.5,287,All Levels,269.99,1299.99,Normal,900823.0,115,1030.0
7,The Complete JavaScript Course 2023: From Zero to Expert!,Jonas Schmedtmann,"The modern JavaScript course for everyone! Master JavaScript with projects, challenges and theory. Many courses in one!",4.7,156031,69.0,320,All Levels,349.99,1699.99,Bestseller,699335.0,119,1350.0
8,100 Days of Code: The Complete Python Pro Bootcamp for 2022,Dr. Angela Yu,"Master Python by building 100 projects in 100 days. Learn data science, automation, build websites, games and apps!",4.7,150024,64.0,676,All Levels,319.99,1399.99,Bestseller,662274.0,115,1080.0
9,Python for Data Science and Machine Learning Bootcamp,Jose Portilla,"Learn how to use NumPy, Pandas, Seaborn , Matplotlib , Plotly , Scikit-Learn , Machine Learning, Tensorflow , and more!",4.6,122487,25.0,165,All Levels,319.99,1399.99,Bestseller,588524.0,119,1080.0
10,The Data Science Course 2022: Complete Data Science Bootcamp,"365 Careers, 365 Careers Team","Complete Data Science Training: Mathematics, Statistics, Python, Advanced Statistics in Python, Machine & Deep Learning",4.6,114535,32.0,517,All Levels,319.99,1699.99,Bestseller,539202.0,119,1380.0
11,Automate the Boring Stuff with Python Programming,Al Sweigart,"A practical programming course for office workers, academics, and administrators who want to improve their productivity.",4.7,103366,9.5,51,All Levels,319.99,479.99,Normal,1060445.0,120,160.0
12,Complete C# Unity Game Developer 2D,"GameDev.tv Team, Rick Davidson, Gary Pettie","Learn Unity in C# & Code Your First Five 2D Video Games for Web, Mac & PC. The Tutorials Cover Tilemap",4.7,96126,18.5,140,All Levels,349.99,1599.99,Normal,433485.0,102,1250.0
13,Learn Python Programming Masterclass,"Tim Buchalka, Jean-Paul Roberts, Tim Buchalka's Learn Programming Academy",This Python For Beginners Course Teaches You The Python Language  Fast.  Includes Python Online Training With Python 3,4.6,94413,72.5,534,All Levels,269.99,849.99,Normal,394722.0,118,580.0
14,Selenium WebDriver with Java -Basics to Advanced+Frameworks,Rahul Shetty,"""TOP RATED  #1 Master SELENIUM java 4.0 (Latest) course"" -5 Million students learning worldWide with great collaboration",4.6,89742,53.5,327,All Levels,319.99,1399.99,Bestseller,280503.0,120,1080.0
15,Build Responsive Real-World Websites with HTML and CSS,Jonas Schmedtmann,"Learn modern HTML5, CSS3 and web design by building a stunning website for your portfolio! Includes flexbox and CSS Grid",4.8,85094,37.5,151,All Levels,349.99,1699.99,Bestseller,341962.0,120,1350.0
16,iOS & Swift - The Complete iOS App Development Bootcamp,Dr. Angela Yu,From Beginner to iOS App Developer with Just One Course! Fully Updated with a Comprehensive Module Dedicated to SwiftUI!,4.8,80067,60.5,542,All Levels,349.99,1699.99,Bestseller,311592.0,120,1350.0
17,Modern React with Redux,Stephen Grider,"Master React and Redux with React Router, Webpack, and Create-React-App.  Includes Hooks!",4.7,77591,52.5,574,All Levels,319.99,1399.99,Bestseller,275832.0,89,1080.0
18,The Ultimate MySQL Bootcamp: Go from SQL Beginner to Expert,"Colt Steele, Ian Schoonover","JUST COMPLETELY REDONE!  Master SQL, Work With Complex Databases, Build Reports, and More!",4.6,74438,37.5,650,Beginner,319.99,1399.99,Bestseller,344881.0,90,1080.0
19,The Complete Web Developer Course 2.0,"Rob Percival, Codestars • over 2 million students worldwide!","Learn Web Development by building 25 websites and mobile apps using HTML, CSS, Javascript, PHP, Python, MySQL & more!",4.6,70448,28.5,288,All Levels,269.99,1299.99,Normal,304994.0,117,1030.0
20,The Complete Node.js Developer Course (3rd Edition),"Andrew Mead, Rob Percival","Learn Node.js by building real-world applications with Node JS, Express, MongoDB, Jest, and more!",4.6,67880,35.0,177,All Levels,269.99,629.99,Normal,283695.0,97,360.0
21,Spring & Hibernate for Beginners (includes Spring Boot),Chad Darby,"Spring 5: Learn Spring 5 Core, AOP, Spring MVC, Spring Security, Spring REST, Spring Boot 2, Thymeleaf, JPA & Hibernate",4.6,66391,42.5,568,All Levels,349.99,1699.99,Bestseller,282683.0,119,1350.0
22,Unreal Engine 5 C++ Developer: Learn C++ & Make Video Games,"Sam Pattuzzi, GameDev.tv Team, Stephen Ulibarri",Created in collaboration with Epic Games. Learn C++ from basics while making your first 5 video games in Unreal,4.7,61325,29.5,207,All Levels,269.99,1299.99,Bestseller,319855.0,111,1030.0
23,The Python Mega Course: Learn Python in 40 Days with 18 Apps,Ardit Sulce,"New in 2022! Take the full course to become a Python programmer, or pick any project to master specific areas of Python.",4.6,59372,36.5,335,All Levels,319.99,1399.99,Normal,279373.0,120,1080.0
24,C# Basics for Beginners: Learn C# Fundamentals by Coding,Mosh Hamedani,"Master C# fundamentals in 6 hours - The most popular course with 50,000+ students, packed with tips and exercises!",4.5,57641,5.5,87,Beginner,349.99,1399.99,Normal,191563.0,114,1050.0
25,The Complete Web Developer in 2023: Zero to Mastery,"Andrei Neagoie, Zero To Mastery","Learn to code and become a Web Developer in 2023 with HTML, CSS, Javascript, React, Node.js, Machine Learning & more!",4.7,57562,38.5,399,All Levels,319.99,1699.99,Normal,197701.0,117,1380.0
26,Docker Mastery: with Kubernetes +Swarm from a Docker Captain,"Bret Fisher, Docker Captain Program","Build, test, deploy containers with the best mega-course on Docker, Kubernetes, Compose, Swarm and Registry using DevOps",4.7,56703,20.0,180,All Levels,349.99,1699.99,Bestseller,280933.0,120,1350.0
27,Vue - The Complete Guide (incl. Router & Composition API),Maximilian Schwarzmüller,Vue.js is an awesome JavaScript Framework for building Frontend Applications! VueJS mixes the Best of Angular + React!,4.7,56394,32.0,329,All Levels,319.99,1599.99,Bestseller,206761.0,118,1280.0
28,Flutter & Dart - The Complete Guide [2023 Edition],"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",A Complete Guide to the Flutter SDK & Flutter Framework for building native iOS and Android apps,4.6,54299,42.5,378,All Levels,319.99,1599.99,Bestseller,216495.0,96,1280.0
29,Beginning C++ Programming - From Beginner to Beyond,"Tim Buchalka's Learn Programming Academy, Dr. Frank Mitropoulos",Obtain Modern C++ Object-Oriented Programming (OOP) and STL skills. C++14 and C++17 covered.  C++20 info see below.,4.6,53453,46.0,305,All Levels,349.99,849.99,Bestseller,223168.0,115,500.0
30,Docker and Kubernetes: The Complete Guide,Stephen Grider,"Build, test, and deploy Docker applications with Kubernetes while learning production-style development workflows",4.7,51210,22.0,321,All Levels,269.99,719.99,Normal,264566.0,113,450.0
31,R Programming A-Z™: R For Data Science With Real Exercises!,"Kirill Eremenko, Ligency I Team, Ligency Team","Learn Programming In R And R Studio. Data Analytics, Data Science, Statistical Analysis, Packages, Functions, GGPlot2",4.6,48259,10.5,79,All Levels,269.99,1399.99,Bestseller,242563.0,117,1130.0
32,JavaScript: Understanding the Weird Parts,Anthony Alicea,"An advanced JavaScript course for everyone! Scope, closures, prototypes, 'this', build your own framework, and more.",4.8,45752,12.0,89,All Levels,349.99,1299.99,Normal,180386.0,116,950.0
33,The Complete 2021 Flutter Development Bootcamp with Dart,Dr. Angela Yu,Officially created in collaboration with the Google Flutter team.,4.6,45652,29.0,217,All Levels,349.99,1599.99,Normal,156400.0,65,1250.0
34,Python and Django Full Stack Web Developer Bootcamp,Jose Portilla,"Learn to build websites with HTML , CSS , Bootstrap , Javascript , jQuery , Python 3 , and Django!",4.5,45321,32.0,198,All Levels,319.99,1699.99,Bestseller,186915.0,98,1380.0
35,The Python Bible™ | Everything You Need to Program in Python,"Ziyad Yehia, Internet of Things Academy",Build 11 Projects and go from Beginner to Pro in Python with the World's Most Fun Project-Based Python Course!,4.6,43753,9.0,74,Beginner,319.99,1599.99,Normal,146452.0,110,1280.0
36,Complete Python Developer in 2023: Zero to Mastery,"Andrei Neagoie, Zero To Mastery","How to become a Python 3 Developer and get hired! Build 12+ projects, learn Web Development, Machine Learning + more!",4.7,41990,31.0,336,All Levels,319.99,1599.99,Normal,173662.0,117,1280.0
37,The Complete React Native + Hooks Course,Stephen Grider,"Understand React Native with Hooks, Context, and React Navigation.",4.5,41965,38.5,434,All Levels,319.99,679.99,Normal,175131.0,66,360.0
38,Deep Learning A-Z™: Hands-On Artificial Neural Networks,"Kirill Eremenko, Hadelin de Ponteves, Ligency I Team, Ligency Team",Learn to create Deep Learning Algorithms in Python from two Machine Learning & Data Science experts. Templates included.,4.5,41377,22.5,169,All Levels,319.99,1699.99,Bestseller,342743.0,120,1380.0
39,Master Microservices with Spring Boot and Spring Cloud,in28Minutes Official,"Java Spring Boot Microservices 5-in-1 - Spring Boot, Spring Cloud, Docker, Kubernetes and REST API (REST Web Services)",4.5,40315,22.0,260,All Levels,319.99,1599.99,Bestseller,194027.0,118,1280.0
40,SQL for Beginners: Learn SQL using MySQL and Database Design,"Tim Buchalka's Learn Programming Academy, Jon Avis - SQL Instructor",Understand SQL using the MySQL database. Learn Database Design and Data Analysis with Normalization and Relationships,4.5,39214,8.0,122,Beginner,269.99,719.99,Normal,126771.0,117,450.0
41,The Complete Oracle SQL Certification Course,Imtiaz Ahmad,"Don't Just Learn the SQL Language, Become Job-Ready and Launch Your Career as a Certified Oracle SQL Developer!",4.6,38496,16.5,71,All Levels,269.99,1299.99,Bestseller,146829.0,111,1030.0
42,"Advanced CSS and Sass: Flexbox, Grid, Animations and More!",Jonas Schmedtmann,"The most advanced and modern CSS course on the internet: master flexbox, CSS Grid, responsive design, and so much more.",4.8,38349,28.0,126,Intermediate,269.99,1399.99,Bestseller,178600.0,119,1130.0
43,"NodeJS - The Complete Guide (MVC, REST APIs, GraphQL, Deno)","Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller","Master Node JS & Deno.js, build REST APIs with Node.js, GraphQL APIs, add Authentication, use MongoDB, SQL & much more!",4.7,36673,40.5,543,All Levels,269.99,1399.99,Bestseller,187789.0,119,1130.0
44,Understanding TypeScript - 2023 Edition,Maximilian Schwarzmüller,"Boost your JavaScript projects with TypeScript: Learn all about core types, generics, TypeScript + React or Node & more!",4.7,36452,15.0,198,All Levels,319.99,1399.99,Bestseller,175152.0,120,1080.0
45,Complete C# Unity Game Developer 3D,"Ben Tristem, Rick Davidson, GameDev.tv Team, Gary Pettie","Design & Develop Video Games. Learn C# in Unity Engine. Code Your first 3D Unity games for web, Mac & PC.",4.7,36449,30.5,204,All Levels,319.99,1599.99,Bestseller,191638.0,105,1280.0
46,Apache Kafka Series - Learn Apache Kafka for Beginners v3,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer, Conduktor Kafkademy","START HERE: Learn Apache Kafka 3.0 Ecosystem, Core Concepts, Real World Java Producers/Consumers & Big Data Architecture",4.7,34780,8.5,120,All Levels,319.99,849.99,Bestseller,167768.0,120,530.0
47,Statistics for Data Science and Business Analysis,"365 Careers, 365 Careers Team","Statistics you need in the office: Descriptive & Inferential statistics, Hypothesis testing, Regression analysis",4.6,34392,5.0,92,All Levels,269.99,849.99,Bestseller,157184.0,112,580.0
48,HTML and CSS for Beginners - Build a Website & Launch ONLINE,"Edwin Diaz, Coding Faculty Solutions",HTML and CSS for Beginners  course will give your all the knowledge you need to master HTML and CSS easily and quickly.,4.5,34062,6.0,49,All Levels,229.99,719.99,Normal,360186.0,119,490.0
49,Mastering Data Structures & Algorithms using C and C++,Abdul Bari,"Learn, Analyse and Implement Data Structure using C and C++. Learn Recursion and Sorting.",4.6,32952,58.5,390,All Levels,319.99,1299.99,Bestseller,129076.0,89,980.0
50,Data Science A-Z™: Real-Life Data Science Exercises Included,"Kirill Eremenko, Ligency I Team, Ligency Team","Learn Data Science step by step through real Analytics examples. Data Mining, Modeling, Tableau Visualization and more!",4.6,32405,21.0,217,All Levels,269.99,1299.99,Normal,207161.0,119,1030.0
51,Python for Beginners: Learn Python Programming (Python 3),Jason Cannon,"Learn Python Programming the Easy Way, Complete with Examples, Quizzes, Exercises and more. Learn Python 2 and Python 3.",4.5,32186,3.0,78,All Levels,269.99,1299.99,Normal,109748.0,120,1030.0
52,The Complete ASP.NET MVC 5 Course,Mosh Hamedani,"Learn to build fast and secure web applications with ASP.NET MVC 5 - The most popular course with 40,000+ students!",4.4,31808,7.5,139,All Levels,319.99,1399.99,Bestseller,124946.0,115,1080.0
53,iOS 11 & Swift 4 - The Complete iOS App Development Bootcamp,Dr. Angela Yu,Learn iOS 11 App Development From Beginning to End. Using Xcode 9 and Swift 4. Includes Full ARKit and CoreML Modules!,4.3,31615,49.5,475,All Levels,269.99,1299.99,Normal,117942.0,118,1030.0
54,"C# Intermediate: Classes, Interfaces and OOP",Mosh Hamedani,"An in-depth, step-by-step guide to classes, interfaces and object-oriented programming (OOP) with C#",4.5,30521,6.0,45,Intermediate,269.99,849.99,Bestseller,134221.0,100,580.0
55,Modern JavaScript From The Beginning,Brad Traversy,Learn and build projects with pure JavaScript (No frameworks or libraries),4.7,30158,21.5,122,All Levels,269.99,1299.99,Normal,100165.0,74,1030.0
56,Go: The Complete Developer's Guide (Golang),Stephen Grider,Master the fundamentals and advanced features of the Go Programming Language (Golang),4.6,29774,9.0,83,All Levels,269.99,629.99,Bestseller,121257.0,85,360.0
57,Java Programming for Complete Beginners,in28Minutes Official,Java Programming for Beginners to Java Object Oriented Programming. Core Java + REST API with Spring Boot. Java 8 to 16.,4.5,29533,31.0,374,Beginner,319.99,1699.99,Normal,179111.0,120,1380.0
58,React Native - The Practical Guide [2023],"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller","Use React Native and your React knowledge to build native iOS and Android Apps - incl. Push Notifications, Hooks, Redux",4.7,29428,28.5,289,All Levels,319.99,1199.99,Bestseller,166078.0,119,880.0
59,Master the Coding Interview: Data Structures + Algorithms,"Andrei Neagoie, Zero To Mastery","Ultimate coding interview bootcamp. Get more job offers, negotiate a raise: Everything you need to get the job you want!",4.7,28512,19.5,262,All Levels,269.99,1299.99,Bestseller,183789.0,120,1030.0
60,The Complete Android N Developer Course,"Rob Percival, Marc Stock, Codestars • over 2 million students worldwide!","Learn Android App Development with Android 7 Nougat by building real apps including Uber, Whatsapp and Instagram!",4.2,28430,32.5,272,All Levels,269.99,1299.99,Normal,155724.0,113,1030.0
61,"Machine Learning, Data Science and Deep Learning with Python","Sundog Education by Frank Kane, Frank Kane, Sundog Education Team","Complete hands-on machine learning tutorial with data science, Tensorflow, artificial intelligence, and neural networks",4.5,28034,15.5,116,Beginner,229.99,269.99,Normal,169037.0,119,40.0
62,C Programming For Beginners - Master the C Language,"Tim Buchalka's Learn Programming Academy, Jason Fedin",C Programming will increase career options.  Become a better dev in other languages by learning C.   Pointers explained,4.4,27721,24.0,137,All Levels,269.99,849.99,Bestseller,124369.0,119,580.0
63,Learn and Understand NodeJS,Anthony Alicea,"Dive deep under the hood of NodeJS. Learn V8, Express, the MEAN stack, core Javascript concepts, and more.",4.6,27604,13.0,97,All Levels,269.99,1399.99,Normal,121448.0,106,1130.0
64,Learn JIRA with real-world examples (+Confluence bonus),Kosh Sarkar,"Learn to work on, manage & administer agile projects with this comprehensive course on JIRA Software & Confluence",4.6,27211,11.5,88,All Levels,269.99,479.99,Bestseller,126546.0,113,210.0
65,The Modern Python 3 Bootcamp,Colt Steele,A Unique Interactive Python Experience With Nearly 200 Exercises and Quizzes,4.7,27187,30.5,376,Beginner,319.99,1599.99,Normal,104502.0,76,1280.0
66,Relational Database Design,Ben Brumm,Learn how to create an effective relational database design to use in your IT career or even a personal project.,4.3,27137,1.5,32,All Levels,269.99,479.99,Normal,71622.0,112,210.0
67,Rest API Testing (Automation) from Scratch-Rest Assured Java,Rahul Shetty,"""Top Ranked #1 Rest API Test Automation & postman tutorial with Java from Basics to Framework with Real time examples",4.6,26761,26.0,161,All Levels,269.99,1299.99,Bestseller,119492.0,117,1030.0
68,The Complete Angular Course: Beginner to Advanced,Mosh Hamedani,"The most comprehensive Angular 4 (Angular 2+) course. Build a real e-commerce app with Angular, Firebase and Bootstrap 4",4.4,26113,29.5,376,All Levels,269.99,1299.99,Normal,107466.0,120,1030.0
69,"DevOps , CI/CD(Continuous Integration/Delivery for Beginners",John Honai,"Learn about CI CD & DevOps & the concepts of Continuous Integration, Continuous Delivery / Deployment, DevOps & pipeline",4.6,25730,2.5,13,Beginner,269.99,719.99,Normal,68159.0,120,450.0
70,"Git Complete: The definitive, step-by-step guide to Git",Jason Taylor,Go from zero to hero with Git source control step-by-step with easy to understand examples. Become the next Git expert!,4.4,25696,6.5,85,All Levels,269.99,1299.99,Normal,118596.0,119,1030.0
71,JavaScript Basics for Beginners,Mosh Hamedani,JavaScript - Master the Fundamentals in 6 Hours,4.6,25137,6.5,105,Beginner,269.99,749.99,Bestseller,101097.0,47,480.0
72,Python A-Z™: Python For Data Science With Real Exercises!,"Kirill Eremenko, Ligency I Team, Ligency Team","Programming In Python For Data Analytics And Data Science. Learn Statistical Analysis, Data Mining And Visualization",4.6,25057,11.0,72,All Levels,319.99,1599.99,Normal,148263.0,116,1280.0
73,Ethereum and Solidity: The Complete Developer's Guide,Stephen Grider,"Use Ethereum, Solidity, and Smart Contracts to build production-ready apps based on the blockchain",4.6,24084,24.0,266,All Levels,319.99,679.99,Bestseller,127649.0,98,360.0
74,Modern HTML & CSS From The Beginning (Including Sass),Brad Traversy,"Build modern responsive websites & UIs with HTML5, CSS3 & Sass! Learn Flex & CSS Grid",4.7,24014,21.0,129,All Levels,319.99,719.99,Normal,75713.0,85,400.0
75,"Complete React Developer in 2023 (w/ Redux, Hooks, GraphQL)","Andrei Neagoie, Yihua Zhang, Zero To Mastery","Updated! Become a Senior React Developer. Build a massive E-commerce app with Redux, Hooks, GraphQL, Stripe, Firebase",4.6,23745,39.5,328,All Levels,319.99,1599.99,Normal,119422.0,117,1280.0
76,Responsive Web Design: HTML5 + CSS3 for Entrepreneurs 2018,"Andrew Eddy, Margot Dukes","Build a coding foundation as an entrepreneur, where I’ll take you through the entire process of coding your own website",4.6,23506,5.5,58,Beginner,229.99,679.99,Normal,81402.0,119,450.0
77,JavaScript - The Complete Guide 2023 (Beginner + Advanced),"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",Modern JavaScript from the beginning - all the way up to JS expert level! THE must-have JavaScript resource in 2023.,4.6,23317,52.5,617,All Levels,319.99,1399.99,Normal,120320.0,116,1080.0
78,Python for Absolute Beginners,Green Chameleon Learning,Learn Python programming from scratch with hands-on exercises in this Python course!,4.5,23288,4.5,112,Beginner,229.99,479.99,Normal,179020.0,84,250.0
79,The Complete Python Programming Course: Beginner to Advanced,"Joseph Delgadillo, Nick Germaine","Learn Python with projects covering game & web development, web scraping, MongoDB, Django, PyQt, and data visualization!",4.1,23247,18.0,147,All Levels,269.99,1299.99,Normal,576628.0,120,1030.0
80,PHP for Beginners - Become a PHP Master - CMS Project,"Edwin Diaz, Coding Faculty Solutions",PHP for Beginners: learn everything you need to become a professional PHP developer with practical exercises & projects.,4.4,22828,37.0,336,All Levels,269.99,1399.99,Bestseller,114458.0,120,1130.0
81,Angular & NodeJS - The MEAN Stack Guide [2023 Edition],Maximilian Schwarzmüller,Learn how to connect your Angular Frontend to a NodeJS & Express & MongoDB Backend by building a real Application,4.6,22796,13.0,152,All Levels,269.99,849.99,Bestseller,115654.0,113,580.0
82,Complete C# Masterclass,"Denis Panjuta, Tutorials.eu by Denis Panjuta","Learn C# Programming - WPF, Databases, Linq, Collections, Game Development with Unity. More than just the C# basics!",4.5,22403,37.0,282,All Levels,269.99,1399.99,Normal,99148.0,116,1130.0
83,The Complete React Developer Course (w/ Hooks and Redux),Andrew Mead,"Learn how to build and launch React web applications using React, Redux, Webpack, React-Router, and more!",4.5,22211,39.0,200,Beginner,269.99,719.99,Normal,81790.0,105,450.0
84,Alteryx Bootcamp,Hendrik Kleine,Learn Alteryx in as little as 4 hours with this Bestselling Alteryx Course (+90 minutes of advanced bonus content),4.6,22051,6.5,95,Beginner,269.99,599.99,Bestseller,57255.0,114,330.0
85,JavaScript Algorithms and Data Structures Masterclass,Colt Steele,The Missing Computer Science and Coding Interview Bootcamp,4.7,21915,22.0,248,All Levels,269.99,749.99,Normal,119311.0,58,480.0
86,Artificial Intelligence A-Z™: Learn How To Build An AI,"Hadelin de Ponteves, Kirill Eremenko, Ligency I Team, Luka Anicin, Ligency Team, Jordan Sauchuk","Combine the power of Data Science, Machine Learning and Deep Learning to create powerful AI for Real-World applications!",4.4,21744,17.0,125,All Levels,269.99,1299.99,Bestseller,187296.0,120,1030.0
87,Kubernetes Certified Application Developer (CKAD) with Tests,"Mumshad Mannambeth, KodeKloud Training, Vijin Palazhi",Learn concepts and practice for the Kubernetes Certification with hands-on labs right in your browser - DevOps - CKAD,4.7,21706,15.0,184,All Levels,349.99,1699.99,Bestseller,133502.0,117,1350.0
88,The Complete Java Certification Course,Imtiaz Ahmad,Become a confident industry ready core Java developer and get certified as a Java professional!,4.5,21594,17.5,64,All Levels,269.99,1299.99,Normal,77201.0,95,1030.0
89,Learn and Understand AngularJS,Anthony Alicea,"Master AngularJS and the Javascript concepts behind it, design custom directives, and build a single page application.",4.6,21149,7.0,55,All Levels,269.99,1299.99,Bestseller,94730.0,118,1030.0
90,Python for beginners,Bharath Thippireddy,Master the fundamentals of Python while working on various usecases in easy steps,4.4,21115,14.0,299,All Levels,269.99,319.99,Normal,229912.0,81,50.0
91,Microsoft SQL for Beginners,Brewster Knowlton,A comprehensive course to teach you how to complete SQL queries using Microsoft SQL Server and the T-SQL language.,4.5,20991,4.0,39,Beginner,319.99,449.99,Bestseller,77317.0,114,130.0
92,Learn How To Code: Google's Go (golang) Programming Language,Todd McLeod,The Ultimate Comprehensive Course - Perfect for Both Beginners and Experienced Developers,4.5,20218,45.5,368,All Levels,319.99,349.99,Normal,134362.0,89,30.0
93,Java In-Depth: Become a Complete Java Engineer!,Dheeru Mundluru,"Comprehensive Java programming course integrated with design principles, best practices & instructor-led Java EE project",4.5,20133,68.0,377,All Levels,269.99,679.99,Normal,112484.0,120,410.0
94,Spark and Python for Big Data with PySpark,Jose Portilla,"Learn how to use Spark with Python, including Spark Streaming, Machine Learning, Spark 2.0 DataFrames and more!",4.5,19971,10.5,67,Intermediate,319.99,1399.99,Bestseller,107404.0,111,1080.0
95,Become a WordPress Developer: Unlocking Power With Code,Brad Schiff,"Learn PHP, JavaScript, WordPress theming & the WP REST API to Create Custom & Interactive WordPress Websites",4.7,19710,42.0,196,All Levels,319.99,1599.99,Bestseller,86876.0,108,1280.0
96,Build an app with ASPNET Core and Angular from scratch,Neil Cummings,A practical example of how to build an application with ASP.NET Core API and Angular from start to finish,4.6,19588,30.0,265,Beginner,269.99,1299.99,Bestseller,86411.0,105,1030.0
97,C# Advanced Topics: Prepare for Technical Interviews,Mosh Hamedani,"Master the confusing C# constructs: Events, Delegates, Lambda Expressions, LINQ, Async/Await and more!",4.6,19553,3.0,21,Intermediate,319.99,849.99,Normal,108118.0,102,530.0
98,MongoDB - The Complete Developer's Guide 2023,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller","Master MongoDB Development for Web & Mobile Apps. CRUD Operations, Indexes, Aggregation Framework - All about MongoDB!",4.6,19252,17.5,266,All Levels,269.99,999.99,Bestseller,134388.0,118,730.0
99,REST APIs with Flask and Python in 2022,"Jose Salvatierra, Teclado by Jose Salvatierra","Build professional REST APIs with Python, Flask, Docker, Flask-Smorest, and Flask-SQLAlchemy",4.6,18717,12.0,122,Intermediate,319.99,729.99,Bestseller,103461.0,92,410.0
100,Learn C++ Programming -Beginner to Advance- Deep Dive in C++,Abdul Bari,"Classroom and Hands-on sessions- Features of C++ 11 , Exception Handling and STL -  for Both Academics and Industry",4.6,18696,30.5,279,All Levels,269.99,1299.99,Normal,60055.0,115,1030.0
101,Learning Python for Data Analysis and Visualization,Jose Portilla,"Learn python and how to use it to analyze,visualize and present data. Includes tons of sample code and hours of video!",4.3,18398,21.0,110,All Levels,319.99,1599.99,Bestseller,192912.0,118,1280.0
102,The Complete Python Course | Learn Python by Doing in 2022,"Codestars • over 2 million students worldwide!, Jose Salvatierra, Rob Percival, Teclado by Jose Salvatierra",Go from Beginner to Expert in Python by building projects. The best investment for your Python journey!,4.6,18297,35.5,346,All Levels,269.99,1299.99,Normal,74348.0,103,1030.0
103,Data Analysis with Pandas and Python,Boris Paskhaver,Analyze data quickly and easily with Python's powerful pandas library! All datasets included --- beginners welcome!,4.6,18059,22.0,206,All Levels,199.99,229.99,Bestseller,173173.0,115,30.0
104,Complete Guide to Elasticsearch,Bo Andersen,"Learn Elasticsearch from scratch and begin learning the ELK stack (Elasticsearch, Logstash & Kibana) and Elastic Stack.",4.5,17857,12.0,140,All Levels,269.99,779.99,Bestseller,99624.0,119,510.0
105,Spring Framework 5: Beginner to Guru,"John Thompson • 433,000+ Enrollments Worldwide, Spring Ahead Code Academy","Spring Framework 5: Learn Spring Framework 5, Spring Boot 2, Spring MVC, Spring Data JPA, Spring Data MongoDB, Hibernate",4.5,17822,57.5,525,All Levels,269.99,1399.99,Normal,94817.0,120,1130.0
106,Angular Crash Course for Busy Developers,Mosh Hamedani,Have limited time to learn Angular 4 (Angular 2+)? Take this course and learn Angular in 10 hours!,4.5,17789,10.5,137,All Levels,229.99,999.99,Normal,74239.0,98,770.0
107,The Complete Android Oreo Developer Course - Build 23 Apps!,"Rob Percival, Nick Walter, Codestars • over 2 million students worldwide!","Learn Android O App Development using Java & Kotlin - build real apps including Super Mario Run, Whatsapp and Instagram!",4.4,17211,37.5,272,All Levels,269.99,1399.99,Normal,87895.0,120,1130.0
108,The Ultimate Guide to Game Development with Unity (Official),"Jonathan Weinberger, Unity Technologies",Created in partnership with Unity Technologies: learn C# by developing 2D & 3D games with this comprehensive guide,4.6,17124,36.5,521,Beginner,319.99,1399.99,Bestseller,82953.0,114,1080.0
109,The Complete 2022 Software Testing Bootcamp,"T Roshdy, Nezam Academy, Nezam Team",Everything you need to learn about software testing.,4.6,17049,27.0,310,Beginner,319.99,419.99,Bestseller,96722.0,52,100.0
